loan_id,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income
BweTekbK-ahH1,homeimprovement,B,20000,11.14,0,0.17
yDXzlslK-csQr,VENTURE,A,5000,7.4,0,0.06
ltz94J4Q-IyQ8,HOMEIMPROVEMENT,D,20000,14.11,0,0.11
71iSTdod-ExbX,DEBTCONSOLIDATION,A,8000,6.03,0,0.15
DlocYvuc-z6Lk,debtconsolidation,B,3700,9.25,0,0.1
B4Ka6xju-QkE6,VENTURE,B,21000,11.63,0,0.23
wJGPjIU7-ttNN,education,A,7200,7.9,0,0.19
qXDmxuNQ-b34s,EDUCATION,B,3000,11.89,0,
kxEOmNiH-zGwF,DEBTCONSOLIDATION,D,25000,14.96,1,0.32
1cRhOFLd-iF5q,EDUCATION,A,11500,7.51,0,0.25
sFFRQAxK-xxMW,venture,C,12000,12.84,0,0.11
3ernEHxU-ZGua,personal,C,1000,13.49,0,0.01
N4X5wpwk-x9Cl,MEDICAL,A,3500,6.54,0,0.07
8aJtB7Yt-e0Db,VENTURE,B,6250,9.91,1,0.39
41TP7xWA-zOzd,MEDICAL,B,9000,10.65,0,0.17
hGnwyCcR-M5Ar,debtconsolidation,A,20000,7.66,1,0.34
kFGdsDU6-p2X8,PERSONAL,C,6000,12.68,0,0.13
WNaeNQpR-mPkC,HOMEIMPROVEMENT,B,6500,10.74,0,0.09
3mYhrru6-F3Ed,MEDICAL,A,6800,8.49,0,0.24
W2Ms8mrY-3xIW,HOMEIMPROVEMENT,D,7500,14.84,1,0.2
3x9kPLDQ-mfCu,homeimprovement,B,15000,11.36,0,0.07
g0WU3Ihf-NzKs,venture,A,5000,7.29,0,0.08
6A4901fz-peTJ,PERSONAL,B,6000,10.25,0,0.07
Sixvwagy-jakk,PERSONAL,C,20000,13.85,0,0.17
s9r3Ypl3-TwDe,education,D,1200,18.25,1,0.06
NE1dWHqf-3SfJ,medical,B,7000,9.62,0,0.18
g0GesPqf-yQ1I,EDUCATION,E,12800,16.82,0,0.12
nvB01Bip-Lisd,VENTURE,B,11000,12.42,0,0.15
WsTOnbN2-q9ov,VENTURE,B,18000,11.71,0,0.19
IJZzd27a-aX9G,EDUCATION,E,4000,16.77,0,0.05
yl5FirI6-U9cg,VENTURE,B,1400,11.86,0,0.03
SA5g0Aae-3LK1,PERSONAL,A,10400,5.79,0,0.12
NfjJ9bvY-hz1E,HOMEIMPROVEMENT,A,8400,7.51,0,0.27
phZZdi9X-cA8I,PERSONAL,A,6000,5.42,0,0.16
ZbTyE79p-0QXo,PERSONAL,C,10000,13.06,0,0.06
1bMKkHe9-eK13,personal,B,20000,11.99,0,0.26
3Xp3kaUl-PTUT,MEDICAL,C,1500,9.63,,0.04
3S5rSOj5-yNUL,medical,A,10000,8.94,0,0.13
gwlzabiG-s5ad,EDUCATION,D,4500,15.05,1,0.38
hKb15EPW-5kzY,venture,B,2000,11.14,0,0.08
L2oB6X2J-bDtN,EDUCATION,B,25000,,0,0.17
1zrr28df-raFv,personal,A,13000,8.94,0,0.12
ZLrDH4WM-CrAr,EDUCATION,A,6800,6.91,0,0.15
Yo4KdjSR-gxDi,medical,A,7000,7.29,0,0.16
1NSf2CJ8-AXM0,homeimprovement,A,12000,5.99,0,0.16
lAsF91fq-r1IT,MEDICAL,B,10800,9.62,0,0.14
Y6YBGblb-5rbL,venture,D,2400,17.27,1,0.18
ztaTlhnl-zBL8,PERSONAL,A,7000,9.32,0,0.19
P6p8IUCs-JDzr,MEDICAL,C,3500,12.53,0,0.1
ziNnsLMr-1nOU,HOMEIMPROVEMENT,A,10000,7.49,0,0.15
LyR5b8pi-OB7l,personal,B,13000,10.62,0,0.21
9L1RTsen-h6Hi,PERSONAL,A,4000,7.9,0,0.07
dr65IeFA-daXD,VENTURE,A,12000,7.49,0,0.21
QuZRpkkw-3RR8,homeimprovement,A,9000,6.91,1,0.3
UmxhGGQg-yiIm,PERSONAL,E,20000,17.04,0,0.19
6brpPF2U-TWFe,DEBTCONSOLIDATION,B,8000,11.49,0,0.26
MrioWeWi-jrcd,medical,A,21000,6.17,0,0.51
yCR3fqsx-D6Nx,medical,C,7000,13.35,0,0.21
RXdXMWRp-KXvI,MEDICAL,B,28000,11.71,0,0.24
Ky7KyWHL-GcfY,EDUCATION,C,3000,13.23,0,0.13
jKyUrKf2-FED6,EDUCATION,B,12500,8.88,0,0.18
k47pZ5lA-KTzg,MEDICAL,B,1500,10.65,0,0.02
hgSA871r-gdEh,PERSONAL,A,30000,7.51,0,0.24
wBU3cIvE-aqFL,medical,B,10000,10.25,0,0.15
qF73GWhR-SkoJ,HOMEIMPROVEMENT,C,6000,13.06,0,0.09
MzB5Ctlp-yhfj,EDUCATION,A,6575,6.99,0,0.08
DZeuz2CF-bd2c,PERSONAL,E,10225,17.51,0,0.17
M0ZqOeR4-ibrf,VENTURE,E,7200,,0,0.17
9rupl35f-FU2J,VENTURE,C,12000,13.99,0,0.15
0fQrms4D-Zi9W,,E,8000,16.35,0,
8H9pc4nX-nb9o,MEDICAL,D,16000,16.07,1,0.27
pNv7tvUZ-BlYF,debtconsolidation,D,9600,14.09,0,0.18
OQAu6OyI-wGqj,venture,B,20000,10.99,1,0.38
bmrgG2bZ-vu70,MEDICAL,C,7600,12.99,0,0.12
zDPgzXD0-QuKQ,VENTURE,A,10000,5.79,0,0.19
RwStUGjm-JfHm,EDUCATION,A,12000,7.29,0,0.24
yr0W6lmT-MgUC,education,D,7500,,0,0.06
hKirct8d-qomS,venture,A,7000,,0,0.14
bykQ8tR1-gjl4,personal,C,12000,13.61,0,0.11
jkt8A9GD-SZTQ,personal,A,10000,5.79,1,0.2
YGxcjlj6-c0qf,EDUCATION,C,20000,13.22,0,0.12
8PyZCRX5-EtuH,venture,C,10000,13.47,0,0.15
Q86Iz8rO-PlvC,personal,D,5600,16.77,0,0.14
cUUG1EtI-uS0a,medical,A,17000,7.49,0,0.28
HNp70km2-FOHd,MEDICAL,B,10000,12.21,0,0.21
u4fC9Xd5-vUH4,EDUCATION,C,20400,6.54,1,0.41
C72wPdAK-icC7,debtconsolidation,C,3000,,0,0.07
uMqtX8dF-mKhw,education,B,9400,9.99,0,0.19
OMmLbmUm-bxci,EDUCATION,C,10000,14.26,0,0.23
IgKj4C4B-CKCA,medical,A,14000,6.91,0,0.35
ZXlwbMEQ-DTMM,EDUCATION,A,5000,,0,0.04
np9awxxf-u2ab,medical,A,10000,7.66,0,0.15
STd1Fuzu-c855,PERSONAL,B,6000,12.21,1,0.33
B8XneqJk-M5xb,MEDICAL,B,2000,11.36,0,0.04
IWKjGphz-TKhc,PERSONAL,B,15000,9.63,0,0.3
82UHO6pA-gL5q,homeimprovement,B,3000,9.99,0,0.11
HNnSjfuG-HGoq,HOMEIMPROVEMENT,A,8400,6.62,0,0.12
8Aqc371w-rbiP,medical,A,6000,5.79,0,0.06
3P48fABI-eiAO,MEDICAL,A,12000,7.49,1,0.33
OLNxg1mJ-39CA,,B,1500,12.86,1,0.05
SFDhlddW-OrGb,DEBTCONSOLIDATION,B,25000,11.36,0,0.39
nKssOdNR-mGik,VENTURE,D,10000,14.42,0,0.18
taD5Mkd8-6RAw,EDUCATION,A,8000,7.88,0,0.1
kTtLzoIa-LEMK,debtconsolidation,B,15000,12.69,0,0.16
fpY48OJA-EsG2,EDUCATION,C,6975,12.29,0,0.25
soThg0Og-tPqv,EDUCATION,A,6025,,0,0.1
TF7j4U0u-UJgn,PERSONAL,D,15000,13.24,1,0.34
XCFNrsaB-6BSL,EDUCATION,D,20000,14.09,0,0.31
s19SQ73v-kI8o,venture,B,13750,9.62,0,0.21
vDet1P5k-gv3H,medical,A,9000,5.79,0,0.18
7DrBZO97-tQq9,HOMEIMPROVEMENT,A,3600,6.76,0,0.06
Lh3qKesO-KSJo,MEDICAL,A,10000,8.0,1,0.32
gK28Nth2-WBWF,medical,D,6300,14.91,1,0.09
M0HNQjnn-9UZr,PERSONAL,D,25000,14.83,1,0.28
U8WcXOZw-XMnR,VENTURE,C,9000,,0,0.19
xBYL6aK3-1gez,personal,D,10000,14.27,0,0.24
t54qJOBr-MNiI,debtconsolidation,A,2800,6.54,0,0.09
xCzzcOkC-USuW,MEDICAL,C,10000,13.49,0,0.22
ZntbPHGM-jee5,PERSONAL,B,10000,10.39,0,0.15
OR3ufxmu-2LN3,HOMEIMPROVEMENT,B,12000,11.11,0,0.14
HDxQy5j8-QL6p,debtconsolidation,B,6000,12.42,1,0.2
zAcP5xvh-9WwZ,venture,A,5000,8.9,0,0.04
QObwPbTq-0c5q,PERSONAL,C,16000,13.35,0,0.21
S8dLvt1z-UEd9,venture,B,5000,11.83,0,0.25
ZHKfxCQ9-l5Ny,MEDICAL,C,5000,14.27,1,0.14
iUhLb1JE-A8eg,MEDICAL,A,5000,,0,0.14
sd9qIKev-ATLa,venture,B,20000,10.62,0,0.44
809pCJZ8-s9dD,DEBTCONSOLIDATION,C,25000,13.49,0,0.16
qmeAnHSv-0a7e,EDUCATION,A,9200,6.92,0,0.18
avED3B6i-6NJ8,PERSONAL,A,4500,,1,0.16
B34UKkqN-92th,VENTURE,C,3600,11.86,0,
O8UBKSP6-Esqq,medical,D,15000,15.37,1,0.38
jBWEYyce-w91Q,HOMEIMPROVEMENT,B,15000,11.48,0,0.23
6kFdhkjE-pINJ,personal,D,8000,16.77,0,0.14
9sxSmewI-TYPD,MEDICAL,C,22000,13.06,0,0.37
2zrQ4Nf0-CMLY,medical,A,6000,5.42,0,0.07
qU7OItq8-NKw6,venture,A,7000,7.88,0,0.11
Q62ibCiS-6bIY,medical,A,2000,9.32,0,0.03
Fk2kw25a-MPq2,VENTURE,B,2000,11.71,0,0.06
YOajMy7Q-eleD,medical,C,14000,13.06,1,0.31
ku4qJrig-PePh,DEBTCONSOLIDATION,A,7000,7.9,1,0.19
HlwDcvIE-bBR0,,C,10750,10.75,0,0.28
kYqPtzR4-sZho,personal,B,10000,9.99,0,0.07
5zBRC4BQ-Fi13,VENTURE,B,15000,,0,0.17
DiRY5L78-PTCO,EDUCATION,A,4600,8.49,0,0.05
C7X3CeGd-YONA,personal,C,3500,12.99,0,0.04
ycPecG55-Kfl3,venture,C,6000,5.42,0,0.05
h512LZaD-Rmuz,VENTURE,B,20000,11.36,1,0.41
0khZCSuS-yDgy,DEBTCONSOLIDATION,A,10800,6.92,0,0.04
dO4sdI4F-nJYY,MEDICAL,A,1500,6.54,0,0.02
lXECAbtt-5XoP,EDUCATION,B,1450,10.59,0,0.03
aYJbdK2h-RzYH,venture,B,21000,10.74,0,0.23
hE4Hj3xH-2v6x,medical,C,5000,,0,0.13
GGWYdKhZ-35Qg,DEBTCONSOLIDATION,A,4500,6.92,0,0.05
jBfyH3HG-5TrM,education,G,5000,19.16,1,0.11
nXk4qzaZ-bEEp,education,C,12000,13.98,0,0.18
p65XFt9D-BckD,EDUCATION,C,10000,13.22,1,0.12
BKJyLRk7-tINY,venture,A,12000,5.99,0,0.1
E6i35isv-RIdR,EDUCATION,A,3000,6.76,0,0.12
1gkfkwqU-XxP9,venture,A,6000,8.0,0,0.07
7G6k1dIQ-hPzi,education,A,2500,6.99,0,0.06
ntcwOgyq-jh5S,debtconsolidation,A,15000,7.88,0,0.14
kiksNtLk-9IK8,education,C,4000,12.53,0,0.11
YCzqRPqf-xYW0,VENTURE,A,11200,5.79,0,0.19
BkR10GAU-NqjN,VENTURE,B,7000,11.49,0,0.1
rpUa2GfW-ecKD,venture,B,25000,10.99,0,0.28
bf8RYJSD-Kc3R,education,B,16000,11.49,0,0.29
JtcFGdvX-PnMy,MEDICAL,C,35000,13.99,0,0.15
KlBNKhGH-soSG,debtconsolidation,C,1500,13.06,0,0.04
ik1yQb6L-NreT,PERSONAL,A,5575,7.9,0,0.27
tFyBas9S-XDni,education,A,7575,6.54,0,0.09
tlRGQ61i-klQK,PERSONAL,B,3000,,,0.07
g1jnWfCk-iyNa,personal,C,4000,,0,0.1
5GKSyq9P-CMuO,education,C,3500,12.99,0,0.09
IUpnbYAO-RG47,homeimprovement,B,10000,5.99,0,0.3
vX06rle0-9fmT,MEDICAL,B,17500,12.53,1,0.47
bAYr06rP-IUZG,HOMEIMPROVEMENT,E,25000,,0,0.26
ujldeUpU-E7SF,venture,C,5725,14.79,1,0.26
Qgn85ssN-QICT,PERSONAL,B,3000,11.12,0,0.02
eSvEOlmN-UvgA,MEDICAL,C,5600,13.85,0,0.11
rNKoKmzj-XMCu,medical,A,18000,8.9,0,0.47
Xu6iyCMJ-sndF,DEBTCONSOLIDATION,B,5000,11.14,0,0.17
s76XeQuY-U3Pi,VENTURE,A,12000,8.94,0,0.04
doFKaqOW-2siR,venture,A,7000,6.62,0,0.13
LtTdF3HU-KFgJ,personal,A,1500,8.49,1,0.03
sRFHmUaT-gcUa,DEBTCONSOLIDATION,E,25000,16.63,1,0.24
ndqmOTA7-Uo93,MEDICAL,D,10000,15.58,1,0.11
mpvwNk1X-cWim,MEDICAL,A,10000,,0,0.24
fktb1dZT-5Qd4,PERSONAL,B,6000,9.88,1,0.31
SxsOo9Kb-k80T,personal,E,20000,14.25,1,0.48
MZvON8j8-bYm9,education,A,15000,7.9,0,0.23
KJ9JOg7F-smW0,EDUCATION,A,5000,6.91,0,0.13
Kyx4rJvg-XeHh,DEBTCONSOLIDATION,B,7200,10.75,0,0.18
DRWsRltT-fp41,debtconsolidation,B,10000,10.39,0,0.16
EPY6d2qW-zyjv,debtconsolidation,B,6000,,0,0.24
wJGKwF7E-h14m,VENTURE,A,5500,5.42,0,0.15
2tj0zSUH-PfyL,EDUCATION,A,4000,6.39,0,0.06
UAJSpHTw-71mR,personal,B,6500,9.25,0,0.11
ndD5mR2d-SvYs,PERSONAL,A,13000,7.88,0,0.22
etzoPJXI-U9aT,MEDICAL,B,5400,15.21,1,0.09
t3m6b99g-3dsL,venture,A,3000,6.39,0,0.02
59HDQ2fE-9im2,education,A,5000,6.91,0,0.17
11oHmmbG-800k,PERSONAL,B,24000,11.83,0,0.13
SrfZ8moI-iCUB,MEDICAL,A,10000,5.79,0,0.25
qJjhj8HF-3Jb1,venture,A,6000,8.59,0,0.23
98bLt4jM-IEKG,MEDICAL,A,6000,7.4,0,0.05
G5lQHQJx-G1BE,venture,B,8100,7.51,0,
G3v19bag-h3uL,EDUCATION,C,9950,12.68,1,0.39
XWjneK33-nmQd,homeimprovement,A,10000,9.63,0,0.2
MEvjlaJC-7IT9,education,C,5400,13.47,0,0.19
dfhGyuNd-ChDS,EDUCATION,B,4800,11.89,0,0.12
e42lWiE3-oASc,debtconsolidation,A,35000,8.9,1,0.41
h3FUs4PL-cFRJ,MEDICAL,A,15000,6.17,0,0.3
EJmOuEUR-J7by,VENTURE,A,15000,8.94,1,0.38
tvrJdkxF-hBki,DEBTCONSOLIDATION,B,7500,10.08,1,0.1
jbYhqjIB-t78P,VENTURE,B,16000,12.42,0,0.13
tdrqQbro-Xx7Q,EDUCATION,C,8000,,0,0.07
hvz2cEuP-tAro,PERSONAL,C,6500,11.34,0,0.17
9gfXmUAR-mWlT,education,A,2500,7.49,0,0.11
ymSPNnSZ-8hAP,education,B,10000,12.69,0,0.06
jS0iE3pE-5r6h,EDUCATION,B,14000,11.26,0,0.39
jJTb7hQX-MjNc,personal,C,10000,13.47,0,0.13
gLiJa2RX-9INi,PERSONAL,A,6250,8.49,0,0.26
YMY5kJQQ-IaeA,personal,C,1500,14.26,0,0.02
AYYbUKRv-PEcQ,MEDICAL,B,2650,9.88,0,0.12
USKKCvfo-orLu,VENTURE,C,15000,13.92,0,0.09
cU2b0qaI-s4UQ,venture,C,2000,13.57,0,0.09
wwedL1DG-AAXs,education,B,7000,10.74,0,0.08
88dbLZeE-XOq2,DEBTCONSOLIDATION,C,10000,14.27,1,0.14
760Z5UEu-hb33,PERSONAL,B,18200,9.91,1,0.5
cbDeQpd0-Ccej,MEDICAL,A,12000,7.66,0,0.08
fitNcx0R-RT1L,MEDICAL,A,4800,8.9,1,0.2
DxxAwHgB-4olS,education,C,8600,13.11,0,0.08
CnCwPL6P-cQwm,HOMEIMPROVEMENT,A,9000,7.51,0,0.18
Z03vdLIr-o5X5,venture,B,20000,12.18,0,0.27
UpYcleJH-bsdH,venture,B,4750,10.25,0,0.06
foDko2hr-Dkl5,education,A,9000,7.49,0,0.25
ryY1OiCp-oYtZ,homeimprovement,C,15900,13.22,0,0.23
UmIRBbCQ-Jq3K,PERSONAL,A,5200,5.99,0,0.09
yIM17xth-ZHIg,medical,A,10000,5.79,0,0.13
BMftf3zQ-7NhC,PERSONAL,A,19075,7.9,0,0.23
Wk7U8mNM-sssf,MEDICAL,A,5000,8.59,1,0.07
thDNKWJI-prCh,EDUCATION,B,4800,9.99,0,0.05
PsT5DtWG-AOGZ,EDUCATION,A,12000,7.66,0,0.1
bjCJPUBo-UImQ,education,A,20500,6.99,0,0.32
1asv2LNb-Os7y,EDUCATION,A,3000,7.12,0,0.05
TuS6rwjT-oYA2,DEBTCONSOLIDATION,D,24250,15.65,1,0.33
JaCJp1Gq-PUvQ,PERSONAL,A,4800,5.79,0,0.09
MPf6vMqj-1WzJ,personal,A,10000,6.62,0,0.11
BkE5zh3x-MZgY,EDUCATION,A,4600,7.66,0,0.06
E78N19uq-ZZrz,medical,C,7750,12.53,0,0.17
gIRr6PwL-28Sy,homeimprovement,D,8000,14.46,1,0.35
W2ds0LXm-mjx3,HOMEIMPROVEMENT,B,25000,10.08,0,0.17
fo4918DJ-9EBe,education,E,9600,17.14,0,0.12
0ELM6xyP-MFYn,debtconsolidation,C,20000,13.16,1,0.29
x7L2GFpI-ct3C,MEDICAL,B,1000,10.99,0,0.02
FGIIAseH-oacM,MEDICAL,D,4000,15.65,1,0.08
ttgTHnLn-jgy5,personal,D,16300,14.91,1,0.29
LkyabUhM-ru7h,MEDICAL,B,15250,12.53,0,0.45
O7T0uM2z-qa18,EDUCATION,F,6000,19.13,0,0.09
NOe3udAg-sHAI,HOMEIMPROVEMENT,A,10000,8.49,0,0.26
4QJMqnqH-kWHF,venture,A,5000,,0,0.12
zRuED3UD-QQcA,MEDICAL,A,5000,5.42,0,0.1
EfYganF0-13wA,MEDICAL,C,7500,13.92,1,0.17
8frlkZ4l-tZg5,VENTURE,B,14000,17.58,0,0.14
RA65TwoE-zJ2x,EDUCATION,D,19200,15.21,1,0.35
Dk4o4uKf-3c9z,EDUCATION,B,4000,11.49,0,0.06
XAr9Dng8-Ib92,HOMEIMPROVEMENT,B,5000,8.88,1,0.17
ocoDN8Mp-uSrS,PERSONAL,C,20000,,0,0.22
Q4hgyWdk-ZbuC,DEBTCONSOLIDATION,A,7000,6.99,0,0.08
g6YkMl5r-xCdy,venture,E,1000,16.69,1,0.07
aoOQa3te-cu5p,PERSONAL,B,6500,10.65,0,0.07
Lv1vjcvQ-7ReW,MEDICAL,B,12800,9.91,0,0.05
eFWOHAnx-hPmX,personal,B,15000,10.75,0,0.11
DEIIGQDR-TdeD,DEBTCONSOLIDATION,A,2000,7.37,0,0.03
tDSDmlkk-izZB,medical,A,2950,,0,0.08
dXMAa21X-7y7l,homeimprovement,D,7500,15.05,1,0.22
6fZFRb0D-HY1O,MEDICAL,B,7350,11.71,0,0.22
Tbavoevm-Hg4Y,PERSONAL,C,9150,13.99,0,0.08
AcxUucTm-nFuE,venture,A,5000,8.49,0,0.08
upmeH4v7-na8Z,DEBTCONSOLIDATION,A,5975,7.42,0,0.17
TslkZdWI-GKlv,DEBTCONSOLIDATION,B,6000,9.76,0,0.24
aoJ9l7Pd-JTgx,PERSONAL,B,3000,11.71,0,0.08
SBc885ua-5qux,PERSONAL,C,1500,13.43,0,0.03
m7d8gqHr-ivyR,venture,B,12000,,0,0.13
8MR9qqAN-fsz7,MEDICAL,A,14000,5.99,0,0.08
D1sEny9o-6qd3,HOMEIMPROVEMENT,C,1300,13.49,1,0.02
LGfsgkb1-BHuJ,personal,B,7000,10.75,0,0.06
M2HHUKw8-p1P2,debtconsolidation,A,4800,7.29,0,0.15
lT7mCXut-sYbX,venture,C,12000,,1,0.19
4kbK7J7I-Uhpp,EDUCATION,A,16000,5.99,0,0.41
xsPorGPJ-4iPt,homeimprovement,A,3700,9.32,1,0.25
uskoBDOj-ltvE,VENTURE,D,25000,15.65,1,0.28
EIDL2pTq-xTH4,VENTURE,B,3000,11.26,0,0.06
jARjoknz-Jy29,venture,D,10000,14.96,0,0.29
MvpiIK7q-rHD4,venture,C,3600,13.49,0,0.07
tmb6w8ZB-NP88,HOMEIMPROVEMENT,A,6600,,0,0.13
ECKLeRkF-tz9e,VENTURE,C,8500,13.11,0,0.22
BDhNkIzm-yWtk,HOMEIMPROVEMENT,B,2000,,0,0.04
jXCLOcvp-cyYZ,PERSONAL,A,2500,8.07,0,0.02
74WEht5H-hJ3x,HOMEIMPROVEMENT,D,3000,16.29,1,0.07
2cuUAWWM-fmOU,EDUCATION,B,,,0,
8ITbbnJL-xvaM,personal,B,12000,10.99,0,0.1
iszWSGS5-zXkh,VENTURE,B,3000,10.25,0,0.11
F7r0j4rQ-vMIz,medical,A,10800,5.99,0,0.17
yqLANHEr-eYAP,education,E,6000,16.0,0,0.26
I0jz1jot-F6Mh,EDUCATION,C,10525,13.61,0,0.21
rhHATnTW-4rdU,MEDICAL,C,3500,13.16,1,0.19
TPhd1JZl-LqzE,EDUCATION,B,6000,,1,0.08
DHy3JDhl-mj3K,education,C,12000,10.91,1,0.34
BeRcLtDe-RZuN,education,C,12500,,1,0.36
Lr6NWx9W-Xw86,DEBTCONSOLIDATION,A,12000,,0,0.09
R9B4hu8T-HJjP,education,D,15000,,1,0.46
PpjUhQ5k-N0Su,PERSONAL,B,3000,11.48,0,0.01
DBX0a4gW-mfFH,venture,A,2050,7.49,0,0.04
FpDxKopo-KhHW,MEDICAL,C,10000,13.23,0,0.19
GCdMU4kY-qrrH,MEDICAL,C,10000,11.03,0,0.21
v3UmvSfN-4FXB,,,1600,11.48,0,0.02
0nzn0QRk-m2Ww,medical,B,12600,11.99,1,0.42
O7HAld9d-NUe4,medical,F,18000,19.74,1,0.22
Uh64Hahm-IpQd,venture,D,14000,17.58,0,0.16
KIhb7fuf-n68e,DEBTCONSOLIDATION,B,4000,,0,0.18
UXInhFIN-3MuW,personal,A,8000,6.76,0,0.16
bk81oQXU-IYa8,PERSONAL,A,6400,,0,0.06
wekEybat-ZR4e,HOMEIMPROVEMENT,E,8000,19.42,0,0.1
7DudbPi2-nYLW,HOMEIMPROVEMENT,B,12000,11.11,1,0.16
ZEANqDYI-yCgO,DEBTCONSOLIDATION,B,12000,11.86,0,0.24
bubwLSyp-tlOJ,VENTURE,C,7200,13.22,0,0.18
008C2FIu-sC1z,homeimprovement,C,4200,13.61,0,0.09
S9Yf2Uc7-52bS,HOMEIMPROVEMENT,B,14000,12.42,0,0.27
DrrDeWB3-s7kA,PERSONAL,C,4500,12.68,0,0.13
RddWNJ3a-125b,DEBTCONSOLIDATION,B,8000,,0,0.14
rYhbYmG8-5QTZ,PERSONAL,A,6000,9.63,0,0.23
xOa5oprT-jsab,EDUCATION,B,15000,12.18,0,0.09
R643bDAx-xW8L,venture,D,4000,14.42,1,0.24
iLubi4fY-AXPi,medical,B,3500,11.86,0,0.15
wdWEKtki-yKZs,personal,A,15000,9.63,1,0.23
go3Mfl9s-RBnN,VENTURE,A,3525,5.42,0,0.03
lwqMfBmg-xhFJ,education,C,7000,12.09,0,0.15
62xgtX1x-5cTP,MEDICAL,D,11500,14.46,1,0.38
5cQLqES1-fMAy,education,B,2400,10.59,0,0.05
HF631WaB-dpx2,medical,B,25000,11.36,1,0.31
tn8WHIRA-Mh3A,DEBTCONSOLIDATION,A,5000,,0,0.08
k7GugqSu-SLp3,personal,B,2700,11.86,0,0.02
e1AbDS1J-o7XH,HOMEIMPROVEMENT,B,9425,11.49,0,0.13
1GgZnTgF-SApI,HOMEIMPROVEMENT,B,10000,11.71,0,0.1
yfJPrTf9-NWIL,MEDICAL,A,3000,7.49,0,0.07
TrBcx2Ww-zgXl,homeimprovement,D,5500,14.91,1,0.25
tEjmiCtJ-53Mb,EDUCATION,B,2400,11.11,0,0.03
9i0FIp3M-0HD8,homeimprovement,C,8000,14.27,1,0.13
YXfwYt1P-GaG7,personal,A,11450,8.49,0,0.29
FvXwoc5A-mnJU,EDUCATION,B,10000,12.69,0,0.23
2KSb0QEF-apzf,EDUCATION,C,12000,15.96,1,0.16
7j0PI8wY-u0qi,HOMEIMPROVEMENT,A,9500,7.51,0,0.27
xo2QNv6A-5ojU,education,A,6000,6.76,0,0.13
FPCsj3bP-SqOY,venture,D,20000,15.65,,
arpy7ljR-qi9H,VENTURE,B,2200,9.91,1,0.31
6CMWnHsi-Sm74,MEDICAL,C,4750,,0,0.2
edk1hOiZ-WgEu,HOMEIMPROVEMENT,D,,9.99,0,0.27
Xq6wlKgJ-rRjk,homeimprovement,A,8500,8.94,0,0.17
ryEdlyQD-rCHU,PERSONAL,C,4800,12.99,0,0.12
A67wtWPo-8WOU,debtconsolidation,A,6000,7.51,0,0.08
Mo7iGn7o-1xwd,MEDICAL,C,15000,11.34,0,0.18
L0fvJQA3-x0Ea,medical,A,3000,7.37,0,0.05
xXztGcsu-NImC,education,C,10000,13.99,0,0.26
8or8PTb2-ZWMj,personal,B,2000,11.49,0,0.04
BxY8YcRE-vco3,VENTURE,B,6000,10.37,0,0.22
TBf8T97X-GcaJ,medical,A,9600,7.66,0,0.08
lgLUG69p-HEQN,VENTURE,B,14400,11.14,0,0.13
CGwweWSp-oF7W,MEDICAL,B,10000,11.11,0,0.06
Az08CcZz-FGLZ,debtconsolidation,C,5000,12.61,0,0.21
G1r4QlsR-ZpYm,VENTURE,B,8000,9.25,0,0.13
5XYDo355-zoKc,venture,A,24000,6.54,0,0.25
5jNHsJ7S-vEkY,DEBTCONSOLIDATION,D,6000,15.58,1,0.18
vk39ghsP-Aa2D,HOMEIMPROVEMENT,D,3000,15.62,1,0.12
5zO89F6p-zg8H,PERSONAL,C,16000,13.49,1,0.33
FRnLtrAj-8r65,education,C,10000,13.8,1,0.24
4xYsz8W9-F7eG,HOMEIMPROVEMENT,A,7200,,1,0.13
YoqZtkym-ouJY,education,C,,7.88,0,0.2
CHzjBb6U-z2lX,PERSONAL,A,12000,7.49,0,0.08
abvGppGH-SnBp,EDUCATION,D,4500,15.05,1,0.38
9QwxDhTj-51vv,venture,C,15000,13.49,1,0.42
Fnidlo9l-cEth,MEDICAL,A,1500,6.03,0,0.07
5oJ18hGT-MixZ,homeimprovement,C,3000,15.23,1,0.33
Isft7gnp-Cg8b,EDUCATION,B,17000,9.33,0,0.23
zuoIfUxz-meeE,MEDICAL,D,5000,15.21,1,0.14
tXNnqaXe-Yjxb,PERSONAL,A,6000,6.99,0,0.13
NUbXCB1J-7a9p,venture,B,3000,11.71,0,0.05
1GBJWzlO-p1Sv,education,B,14800,9.88,0,0.22
b6NCmqcz-I6hu,MEDICAL,B,10000,10.65,0,0.08
DBZs72GW-jpde,venture,B,7500,12.18,0,0.01
n3pzWsdO-UsR7,education,C,5000,13.49,0,0.19
UE9ImthN-DC7S,MEDICAL,B,7400,10.99,0,0.12
GXjIiRZQ-EsxE,PERSONAL,E,5000,19.03,0,0.05
x8Op92c0-odC9,education,A,8000,8.9,0,0.28
UDHcjCZ4-PsCF,EDUCATION,B,17950,11.99,0,0.16
tJRF54fN-LNsj,EDUCATION,C,5000,13.49,0,0.24
4J0fJGse-1KwR,homeimprovement,B,3000,9.63,1,0.21
260FCAGN-T3G1,MEDICAL,B,12000,10.75,1,0.36
m5U259MY-CNMr,debtconsolidation,A,5800,7.49,0,0.18
XdeHhHtH-kvkm,personal,B,4000,12.21,1,0.38
